valid_species_id,family,operational_genus,species,species_authority,operational_feeding,operational_fixation,operational_mobility,operational_substrate,bathymetry_min,operational_bathymetry_min,size,range_SST_Huang
104559,Nuculidae,Condylonucula,bicornis,(Gofas & Salas 1996),non_suspension,unattached,mobile,infaunal,0,0,0.844097150806707,6.47424331
105036,Nuculidae,Condylonucula,cynthiae,Moore 1977,non_suspension,unattached,mobile,infaunal,1.5,1.5,0.565685424949238,8.87631942
105035,Nuculidae,Condylonucula,maya,Moore 1977,non_suspension,unattached,mobile,infaunal,2,2,0.470531614240744,3.25237729
104598,Nuculidae,Ennucula,aegeensis,(Forbes 1844),non_suspension,unattached,mobile,infaunal,9,9,7.26085394426854,22.861666644
104599,Nuculidae,Ennucula,astricta,"Iredale, 1931",non_suspension,unattached,mobile,infaunal,NA,NA,8.27042925125413,12.34249995
105023,Nuculidae,Ennucula,colombiana,(Dall 1908),non_suspension,unattached,mobile,infaunal,11,11,8.94427190999916,23.055714474
104891,Nuculidae,Ennucula,convexa,(Sowerby 1833),non_suspension,unattached,mobile,infaunal,1,1,14.142135623731,15.75297852
104924,Nuculidae,Ennucula,corticata,(Moller 1842),non_suspension,unattached,mobile,infaunal,45,45,3.57770876399966,19.106919341
104603,Nuculidae,Ennucula,cumingii,(Hinds 1843),non_suspension,unattached,mobile,infaunal,4,4,24.8897569293073,16.32833353
104604,Nuculidae,Ennucula,cyrenoides,(Kuroda 1929),non_suspension,unattached,mobile,infaunal,50,50,18.5472369909914,28.973846251
104965,Nuculidae,Ennucula,dalmasi,(Dautzenberg 1900),non_suspension,unattached,mobile,infaunal,15,15,5.47722557505166,7.20760924
104939,Nuculidae,Ennucula,decipiens,(Philippi 1844),non_suspension,unattached,mobile,infaunal,50,50,7.37563556583431,22.861666644
104605,Nuculidae,Ennucula,definita,Iredale 1939,non_suspension,unattached,mobile,infaunal,NA,5,11.6189500386223,7.4681035
104564,Nuculidae,Ennucula,delphinodonta,(Mighels & Adams 1842),non_suspension,unattached,mobile,infaunal,17,17,3.24037034920393,31.625195999
104892,Nuculidae,Ennucula,faba,(Xu 1999),non_suspension,unattached,mobile,infaunal,0,0,7.64852927038918,30.550758502
104607,Nuculidae,Ennucula,fragilis,(Thiele 1931),non_suspension,unattached,mobile,infaunal,80,80,11.4017542509914,9.55406048
104996,Nuculidae,Ennucula,georgiana,(Dell 1964),non_suspension,unattached,mobile,infaunal,88,88,11.5464280190888,7.666174009
104982,Nuculidae,Ennucula,grayi,(d'Orbigny 1846),non_suspension,unattached,mobile,infaunal,50,50,16.3095064303001,20.199724369
105026,Nuculidae,Ennucula,interflucta,(Marincovich 1973),non_suspension,unattached,mobile,infaunal,0,0,1.05830052442584,6.01195152
104903,Nuculidae,Ennucula,layardii,(A. Adams 1856),non_suspension,unattached,mobile,infaunal,18,18,8.94427190999916,20.31424225
104608,Nuculidae,Ennucula,linki,(Dall 1916),non_suspension,unattached,mobile,infaunal,45,45,8.66025403784439,30.153333588
104609,Nuculidae,Ennucula,mirifica,(Dall 1907),non_suspension,unattached,mobile,infaunal,50,50,30.5941170815567,28.84240492
104904,Nuculidae,Ennucula,mitralis,(Hinds 1843),non_suspension,unattached,mobile,infaunal,1,1,10.3923048454133,5.66497823
104610,Nuculidae,Ennucula,niponica,(E. A. Smith 1885),non_suspension,unattached,mobile,infaunal,44,44,11.1713920350152,31.476604892
104611,Nuculidae,Ennucula,obliqua,(Lamarck 1819),non_suspension,unattached,mobile,infaunal,5,5,14.543039572249,18.105999963
104613,Nuculidae,Ennucula,orekta,Iredale 1939,non_suspension,unattached,mobile,infaunal,16,16,3.46410161513775,11.35971957
104614,Nuculidae,Ennucula,privigna,Iredale 1939,non_suspension,unattached,mobile,infaunal,1,1,2.85043856274784,10.83824815
104947,Nuculidae,Ennucula,puelcha,(d'Orbigny 1842),non_suspension,unattached,mobile,infaunal,5,5,17.1464281994822,28.047391259
105399,Nuculidae,Ennucula,romboides,(Scarlato 1981),non_suspension,unattached,mobile,infaunal,10,10,11.499565209172,5.067963218
112859,Nuculidae,Ennucula,savatieri,(Rochebrune & Mabille 1889),non_suspension,unattached,mobile,infaunal,141,141,17.1464281994822,8.673823444
100019,Nuculidae,Ennucula,strangei,(A. Adams 1856),non_suspension,unattached,mobile,infaunal,4,4,12.7338132544812,14.405666762
104616,Nuculidae,Ennucula,superba,(Hedley 1902),non_suspension,unattached,mobile,infaunal,30,30,22.5277606521376,14.51304875
112858,Nuculidae,Ennucula,tanneri,(Dall 1908),non_suspension,unattached,mobile,infaunal,112,112,19.2678488679977,6.883047623
104617,Nuculidae,Ennucula,tenuis,(Montagu 1808),non_suspension,unattached,mobile,infaunal,20,20,15.8113883008419,32.45924253
104618,Nuculidae,Ennucula,teramachii,Habe 1958,non_suspension,unattached,mobile,infaunal,5,5,4.58257569495584,18.986936917
104910,Nuculidae,Lamellinucula,consentanea,(Melvill & Standen 1907),non_suspension,unattached,mobile,infaunal,73,73,5.70087712549569,10.84960927
104930,Nuculidae,Lamellinucula,crassicostata,(E.A. Smith 1871),non_suspension,unattached,mobile,infaunal,30,30,4.84767985741633,12.43967933
104561,Nuculidae,Lamellinucula,crenulata,(A. Adams 1856),non_suspension,unattached,mobile,infaunal,55,55,9.48683298050514,19.91667863
104583,Nuculidae,Lamellinucula,dorsocrenata,(Habe 1977),non_suspension,unattached,mobile,infaunal,100,100,3.44093010681705,14.52997096
104593,Nuculidae,Lamellinucula,dunedinensis,(Finlay 1928),non_suspension,unattached,mobile,infaunal,5,5,1.89736659610103,12.887358372
104584,Nuculidae,Lamellinucula,exigua,(Sowerby 1833),non_suspension,unattached,mobile,infaunal,10,10,5.47722557505166,17.94966261
104585,Nuculidae,Lamellinucula,gemmulata,(Habe 1953),non_suspension,unattached,mobile,infaunal,50,50,5.63914887194867,20.254444647
104586,Nuculidae,Lamellinucula,irregularis,Sowerby 1904,non_suspension,unattached,mobile,infaunal,43,43,8,7.06508935
112144,Nuculidae,Lamellinucula,kanekoi,Mimoto 2011,non_suspension,unattached,mobile,infaunal,NA,NA,1.79722007556114,10.29028037
104913,Nuculidae,Lamellinucula,marmorea,(Hinds 1843),non_suspension,unattached,mobile,infaunal,31,31,4.89897948556636,5.66497823
104588,Nuculidae,Lamellinucula,rhytidopleura,Kilburn 1999,non_suspension,unattached,mobile,infaunal,68,68,7.49733285909062,7.06508935
104581,Nuculidae,Lamellinucula,rossiana,(Finlay 1930),non_suspension,unattached,mobile,infaunal,0,0,5.33104117410474,4.29887698
104566,Nuculidae,Lamellinucula,rugulosa,(Sowerby 1833),non_suspension,unattached,mobile,infaunal,73,73,6.92820323027551,12.75146168
105025,Nuculidae,Lamellinucula,schencki,(Hertlein & Strong 1940),non_suspension,unattached,mobile,infaunal,10,10,2,16.44182409
104589,Nuculidae,Lamellinucula,sculpturata,(Sowerby 1904),non_suspension,unattached,mobile,infaunal,43,43,11.8321595661992,7.06508935
111691,Nuculidae,Lamellinucula,semiornata,(d'Orbigny 1842),non_suspension,unattached,mobile,infaunal,5,5,7,23.766336399
104591,Nuculidae,Lamellinucula,sultana,(Thiele 1931),non_suspension,unattached,mobile,infaunal,1,1,15.9687194226713,9.55406048
104592,Nuculidae,Lamellinucula,tamatavica,(Odhner 1943),non_suspension,unattached,mobile,infaunal,0.1,0.1,21.7944947177034,11.82500057
104852,Nuculidae,Lamellinucula,tokyoensis,Yokoyama 1920,non_suspension,unattached,mobile,infaunal,100,100,5.91607978309962,28.973846251
104635,Nuculidae,Lamellinucula,torresi,(E. A. Smith 1885),non_suspension,unattached,mobile,infaunal,44,44,3.64691650576209,14.1122956
105027,Nuculidae,Linucula,declivis,(Hinds 1843),non_suspension,unattached,mobile,infaunal,5,5,4.17731971484108,16.44182409
104578,Nuculidae,Linucula,hartvigiana,(Pfeiffer in Dhorn 1864),non_suspension,unattached,mobile,infaunal,0,0,7.48331477354788,14.689980884
104977,Nuculidae,Linucula,pisum,(Sowerby 1833),non_suspension,unattached,mobile,infaunal,1,1,6.5665820637528,19.392818302
104818,Nuculidae,Nucula,beachportensis,Verco 1907,non_suspension,unattached,mobile,infaunal,73,73,5.72999127398987,17.831666763
104976,Nuculidae,Nucula,brasiliana,Esteves 1984,non_suspension,unattached,mobile,infaunal,20,20,1,7.4572683
104962,Nuculidae,Nucula,calcicola,Moore 1977,non_suspension,unattached,mobile,infaunal,0,0,1.68819430161341,17.54340922
104579,Nuculidae,Nucula,certisinus,Finlay 1930,non_suspension,unattached,mobile,infaunal,22,22,1.69705627484771,12.106406823
104929,Nuculidae,Nucula,crassidens,Nickles 1955,non_suspension,unattached,mobile,infaunal,27,27,4.93558507170123,8.3112495
112142,Nuculidae,Nucula,crystallina,Poppe et al. 2015,non_suspension,unattached,mobile,infaunal,120,120,10.1291658096805,2.9951351
104987,Nuculidae,Nucula,falklandica,Preston 1912,non_suspension,unattached,mobile,infaunal,127,127,4.58257569495584,14.094508862
104570,Nuculidae,Nucula,hanleyi,Winckworth 1931,non_suspension,unattached,mobile,infaunal,5,5,13.4164078649987,28.684298226
105034,Nuculidae,Nucula,hawaiensis,Pilsbry 1921,non_suspension,unattached,mobile,infaunal,10,10,2.44948974278318,8.75725774
104907,Nuculidae,Nucula,inconspicua,H. Adams 1871,non_suspension,unattached,mobile,infaunal,23,23,3.89871773792359,13.12343975
104640,Nuculidae,Nucula,insignis,(Hayami & Kase 1993),non_suspension,unattached,mobile,infaunal,7,7,1.98997487421324,8.32806473
104108,Nuculidae,Nucula,kerguelensis,Thiele 1912,non_suspension,unattached,mobile,infaunal,30,30,1.6431676725155,6.094995221
104572,Nuculidae,Nucula,malabarica,Hanley 1860,non_suspension,unattached,mobile,infaunal,NA,NA,3.36749164809655,9.6962391
111858,Nuculidae,Nucula,mariae,Nolf 2005,non_suspension,unattached,mobile,infaunal,100,100,24.1178357237958,10.61902446
104637,Nuculidae,Nucula,mayi,(Iredale 1930),non_suspension,unattached,mobile,infaunal,14,14,1.59549365401433,16.169750013
104643,Nuculidae,Nucula,mesembrina,(Hedley 1916),non_suspension,unattached,mobile,infaunal,16,16,1.93390796058137,3.739037317
104931,Nuculidae,Nucula,nicklesi,Cosel 1995,non_suspension,unattached,mobile,infaunal,35,35,3.57770876399966,13.57905466
104565,Nuculidae,Nucula,nitidosa,Winckworth 1930,non_suspension,unattached,mobile,infaunal,7,7,12.4422666745252,28.988218366
104577,Nuculidae,Nucula,nitidula,Adams 1856,non_suspension,unattached,mobile,infaunal,2,2,8,14.513740292
104567,Nuculidae,Nucula,nucleus,(Linnaeus 1767),non_suspension,unattached,mobile,infaunal,4,4,10.8443533693808,30.547952356
112651,Nuculidae,Nucula,nucleus-South_Africa,of Thiele & Jaeckel 1931,non_suspension,unattached,mobile,infaunal,40,40,12.0299625934581,14.96214859
104851,Nuculidae,Nucula,paulula,A. Adams 1856,non_suspension,unattached,mobile,infaunal,30,30,2.62678510731274,31.412586252
106854,Nuculidae,Nucula,pilkeyi,Ward & Blackwelder 1987,non_suspension,unattached,mobile,infaunal,9,9,9.2520268049763,19.73802633
104568,Nuculidae,Nucula,planiculmen,Kilburn 1999,non_suspension,unattached,mobile,infaunal,0,0,2.42383992870816,12.03082711
104569,Nuculidae,Nucula,proxima,Say 1822,non_suspension,unattached,mobile,infaunal,0,0,9.1214034007931,31.09807586
104634,Nuculidae,Nucula,pusilla,Angas 1877,non_suspension,unattached,mobile,infaunal,1,1,4.18927201313068,17.747941233
104819,Nuculidae,Nucula,revei,Bergmans 1978,non_suspension,unattached,mobile,infaunal,1,1,1.23854753643128,6.41223532
104639,Nuculidae,Nucula,saltator,(Iredale 1939),non_suspension,unattached,mobile,infaunal,16,16,1.71970927775598,7.61230577
110759,Nuculidae,Nucula,sericea,Thiele in Thiele & Jaeckel 1931,non_suspension,unattached,mobile,infaunal,3,3,3.1224989991992,4.50280383
104573,Nuculidae,Nucula,subluxa,Kilburn 1999,non_suspension,unattached,mobile,infaunal,NA,5,2.37947473195241,5.35264157
104590,Nuculidae,Nucula,sulcata,Bronn 1831,non_suspension,unattached,mobile,infaunal,6,6,19.3390796058137,30.547952356
104574,Nuculidae,Nucula,trigonica,Lan & Lee 2001,non_suspension,unattached,mobile,infaunal,30,30,1.87082869338697,7.01992938
104923,Nuculidae,Nucula,tumidula,Malm 1861,non_suspension,unattached,mobile,infaunal,35,35,7.48331477354788,30.547952356
104641,Nuculidae,Pronucula,bollonsi,Powell 1955,non_suspension,unattached,mobile,infaunal,11,11,2.14476105895272,4.29887698
104820,Nuculidae,Pronucula,covra,Bergmans 1978,non_suspension,unattached,mobile,infaunal,183,183,1.46047937335657,17.831666763
104636,Nuculidae,Pronucula,decorosa,Hedley 1902,non_suspension,unattached,mobile,infaunal,46,46,2.70103683795686,13.90969713
104921,Nuculidae,Pronucula,kermadecensis,Oliver 1915,non_suspension,unattached,mobile,infaunal,1,1,1.58745078663875,5.88143935
112355,Nuculidae,Pronucula,surinamensis,(Altena 1968),non_suspension,unattached,mobile,infaunal,33,33,3.67423461417477,4.308
104653,Nuculidae,Rumptunucula,vincentiana,(Cotton & Godfrey 1938),non_suspension,unattached,mobile,infaunal,27,27,2.26384628453435,16.30119296
104651,Nuculidae,Truncacila,castrensis,(Hinds 1843),non_suspension,unattached,mobile,infaunal,5,5,17.8885438199983,32.546092592
105057,Nuculidae,Truncacila,granulata,(E.A. Smith 1906),non_suspension,unattached,mobile,infaunal,70,70,15.3388395910512,8.08586792
104652,Nuculidae,Truncacila,insignis,(Gould 1861),non_suspension,unattached,mobile,infaunal,5,5,14.8087811787466,28.95006062
104649,Nuculidae,Truncacila,minutoides,Kuroda & Habe 1958,non_suspension,unattached,mobile,infaunal,50,50,1.43457310723434,19.842310606
104656,Nuculidae,Varinucula,gallinacea,(Finlay 1930),non_suspension,unattached,mobile,infaunal,18,18,9.23363417079104,14.513740292
105213,Ostreidae,Alectryonella,plicatula,(Gmelin 1791),suspension,attached,immobile,epifaunal,9,9,99.196774141098,23.38757563
105171,Ostreidae,Anomiostrea,coralliophila,Habe 1975,suspension,attached,immobile,epifaunal,2,2,83,23.34639357
105223,Ostreidae,Booneostrea,subucula,(Jousseaume in Lamy 1925),suspension,attached,immobile,epifaunal,0,0,36.9840506164482,35.164839775
105232,Ostreidae,Crassostrea,angulata,(Lamarck 1819),suspension,attached,immobile,epifaunal,0,0,89.4427190999916,17.0319202
105163,Ostreidae,Crassostrea,ariakensis,(Fujita 1913),suspension,attached,immobile,epifaunal,0,0,232.649951644096,35.130334242
105165,Ostreidae,Crassostrea,belcheri,(Sowerby II 1871),suspension,attached,immobile,epifaunal,0,0,277.301280198992,15.75297852
111909,Ostreidae,Crassostrea,bilineata,(Roeding 1798),suspension,attached,immobile,epifaunal,0,0,67.2309452558864,20.29666668
105169,Ostreidae,Crassostrea,columbiensis,(Hanley 1846),suspension,attached,immobile,epifaunal,0,0,65.1152823843988,16.13182545
111818,Ostreidae,Crassostrea,corteziensis,(Hertlein 1951),suspension,attached,immobile,epifaunal,0,0,202.237484161567,15.88000044
105192,Ostreidae,Crassostrea,cuttackensis,(Newton & Smith 1912),suspension,attached,immobile,epifaunal,0,0,205.060966544099,11.88533389
105177,Ostreidae,Crassostrea,dactylena,(Iredale 1939),suspension,attached,immobile,epifaunal,NA,5,101.921538449927,13.22500038
105190,Ostreidae,Crassostrea,gigas,(Thunberg 1793),suspension,attached,immobile,epifaunal,0,0,340.866542799378,31.992012502
105195,Ostreidae,Crassostrea,hongkongensis,Lam & Morton 2003,suspension,attached,immobile,epifaunal,0,0,140.712472794703,15.30833335
105198,Ostreidae,Crassostrea,lacerata,(Hanley 1846) non Goldfuss,suspension,attached,immobile,epifaunal,NA,NA,47.7493455452533,5.73486945
112097,Ostreidae,Crassostrea,mangle,Amaral & Simone 2014,suspension,attached,immobile,epifaunal,0,0,100.995049383621,18.31326844
105208,Ostreidae,Crassostrea,nippona,(Seki 1934),suspension,attached,immobile,epifaunal,0,0,141.42135623731,30.915016622
105218,Ostreidae,Crassostrea,rhizophorae,(Guilding 1828),suspension,attached,immobile,epifaunal,0,0,112.249721603218,14.50616256
112985,Ostreidae,Crassostrea,saidii,Wong & Sigwart in Sigwart et al. 2021,suspension,attached,immobile,epifaunal,2,2,84.8528137423857,2.48901419
111926,Ostreidae,Crassostrea,sikamea,(Amemiya 1928),suspension,attached,immobile,epifaunal,0,5,58.4403114296972,27.856333237
112168,Ostreidae,Crassostrea,tulipa,(Lamarck 1819),suspension,attached,immobile,epifaunal,30,30,126.33289357883,11.33282406
105229,Ostreidae,Crassostrea,virginica,(Gmelin 1791),suspension,attached,immobile,epifaunal,0,0,244.948974278318,31.415151617
112169,Ostreidae,Crassostrea,zhanjiangensis,Wu et al. 2013,suspension,attached,immobile,epifaunal,0,0,27.9973213004387,12.64317404
112340,Ostreidae,Dendostrea,amara,(Carpenter 1864),suspension,attached,immobile,epifaunal,2,2,34.6987031457949,16.11349055
105174,Ostreidae,Dendostrea,cristata,(Born 1778),suspension,attached,immobile,epifaunal,5,5,70.1427116670007,13.96895066
105184,Ostreidae,Dendostrea,folium,(Linnaeus 1758),suspension,attached,immobile,epifaunal,0,0,88.8256719648098,35.476609712
105186,Ostreidae,Dendostrea,frons,(Linnaeus 1758),suspension,attached,immobile,epifaunal,0,0,72.1650885123825,19.08009618
105219,Ostreidae,Dendostrea,rosacea,(Deshayes 1836),suspension,attached,immobile,epifaunal,0,0,54.3771091544963,35.476609712
105220,Ostreidae,Dendostrea,sandvichensis,(Sowerby in Reeve 1871),suspension,attached,immobile,epifaunal,0,0,67.5869809948632,35.476609712
111675,Ostreidae,Dendostrea,senegalensis,(Gmelin 1791),suspension,attached,immobile,epifaunal,0,0,55.6034171611781,11.5963716
105173,Ostreidae,Lopha,cristagalli,(Linnaeus 1758),suspension,attached,immobile,epifaunal,5,5,150.387632470227,32.627575601
105226,Ostreidae,Lopha,tridacnaeformis,(Cox 1927),suspension,attached,immobile,epifaunal,13.5,13.5,54.7868597384446,10.69358333
112354,Ostreidae,Nanostrea,fluctigera,(Jousseaume in Lamy 1925),suspension,attached,immobile,epifaunal,0,0,50,32.627575601
105161,Ostreidae,Ostrea,angasi,(Sowerby II 1871),suspension,attached,immobile,epifaunal,0,0,179.722007556114,22.599333483
105160,Ostreidae,Ostrea,angelica,(Rochebrune 1895),suspension,attached,immobile,epifaunal,1,1,102.225241501304,17.82958357
105164,Ostreidae,Ostrea,atherstonei,Bullen Newton 1913,suspension,attached,immobile,epifaunal,NA,5,107.470926301023,10.02594953
105167,Ostreidae,Ostrea,chilensis,(Philippi 1845),suspension,attached,immobile,epifaunal,0,0,77.1362431027076,14.513740292
105179,Ostreidae,Ostrea,denselamellosa,Lischke 1869,suspension,attached,immobile,epifaunal,0,0,124.899959967968,31.645737032
105181,Ostreidae,Ostrea,edulis,(Linnaeus 1758),suspension,attached,immobile,epifaunal,0,0,164.289835352039,30.547952356
105187,Ostreidae,Ostrea,futamiensis,Seki 1929,suspension,attached,immobile,epifaunal,NA,NA,35.6089876295297,21.675346795
112101,Ostreidae,Ostrea,imputata,Anton 1838,suspension,attached,immobile,epifaunal,15,15,65.7606265176967,6.62143011
113065,Ostreidae,Ostrea,oleomargarita,"Oliver, Salvi, & Al-Kandari in Salvi et al. 2022",suspension,attached,immobile,epifaunal,0,0,20,20.27306019
105211,Ostreidae,Ostrea,permollis,Sowerby II 1871,suspension,attached,immobile,epifaunal,25,25,72.467923938802,18.90144388
105216,Ostreidae,Ostrea,puelchana,d'Orbigny 1841,suspension,attached,immobile,epifaunal,10,10,64.621977685614,19.949394069
112116,Ostreidae,Ostrea,puelchana of Macsotay,Macsotay & Campos Villarroel 2001,suspension,attached,immobile,epifaunal,0,0,114.564392373896,5.98935403
105159,Ostreidae,Ostreola,algoensis,(Sowerby II 1871),suspension,attached,immobile,epifaunal,10,10,50,8.25831243
105170,Ostreidae,Ostreola,conchaphila,(Carpenter 1857),suspension,attached,immobile,epifaunal,0,0,76.1051903617618,15.88000044
105182,Ostreidae,Ostreola,equestris,(Say 1826),suspension,attached,immobile,epifaunal,0,0,69.8569967862919,28.992631673
111799,Ostreidae,Ostreola,lurida,(Carpenter 1864),suspension,attached,immobile,epifaunal,0,0,46.946778377222,20.390000578
105222,Ostreidae,Ostreola,stentina,(Payraudeau 1826),suspension,attached,immobile,epifaunal,0,0,52.2494019104525,16.33791645
105230,Ostreidae,Ostreola,virescens,(Angas 1868),suspension,attached,immobile,epifaunal,NA,NA,41.5150575092941,14.87685187
105212,Ostreidae,Planostrea,pestigris,(Hanley 1846),suspension,attached,immobile,epifaunal,9,9,105.118980208143,31.49719418
105215,Ostreidae,Pustulostrea,pseudangulata,(Lamy 1930),suspension,attached,immobile,epifaunal,10,10,50.9646936613966,3.7357581
105227,Ostreidae,Pustulostrea,tuberculata,(Lamarck 1804),suspension,attached,immobile,epifaunal,NA,NA,136.747943311773,19.96500015
112703,Ostreidae,Saccostrea,circumsuta,(Gould 1850),suspension,attached,immobile,epifaunal,0,0,65.1152823843988,15.10034795
105175,Ostreidae,Saccostrea,cucullata,(Born 1778),suspension,attached,immobile,epifaunal,0,0,99.3176721434811,22.03177144
112174,Ostreidae,Saccostrea,echinata,(Quoy & Gaimard 1835),suspension,attached,immobile,epifaunal,0,0,143.090880212542,29.718333401
105191,Ostreidae,Saccostrea,glomerata,(Gould 1850),suspension,attached,immobile,epifaunal,0,0,79.0569415042095,22.615000087
105197,Ostreidae,Saccostrea,kegaki,Torigoe & Inaba 1981,suspension,attached,immobile,epifaunal,0,0,54.9745395615097,29.59416276
105202,Ostreidae,Saccostrea,malabonensis,(Faustino 1932),suspension,attached,immobile,epifaunal,0,0,57.9655069847578,7.06048879
105206,Ostreidae,Saccostrea,mordax,(Gould 1850),suspension,attached,immobile,epifaunal,0,0,60,27.673133382
105209,Ostreidae,Saccostrea,palmula,(Carpenter 1857),suspension,attached,immobile,epifaunal,0,0,66.407830863536,16.60851873
112494,Ostreidae,Saccostrea,spathulata,(Lamarck 1819),suspension,attached,immobile,epifaunal,NA,5,129.992307464711,13.20355538
111803,Ostreidae,Saccostrea,tubulifera,(Dall 1914),suspension,attached,immobile,epifaunal,0,0,45,8.92549991
105168,Ostreidae,Striostrea,circumpicta,(Pilsbry 1904),suspension,attached,immobile,epifaunal,0,0,65.9090282131363,31.316092062
105180,Ostreidae,Striostrea,denticulata,(Born 1778),suspension,attached,immobile,epifaunal,0,0,194.525062652605,9.14050635
105203,Ostreidae,Striostrea,margaritacea,(Lamarck 1819),suspension,attached,immobile,epifaunal,1,1,167.332005306815,16.43017863
105214,Ostreidae,Striostrea,prismatica,(Gray 1825),suspension,attached,immobile,epifaunal,0,0,157.162336455017,12.20895835
112983,Ostreidae,Talonostrea,salpinx,Oliver et al. 2021,suspension,attached,immobile,epifaunal,0,0,37.3363094051889,18.83146834
112705,Ostreidae,Talonostrea,talonata,Li & Qi 1994,suspension,attached,immobile,epifaunal,1,1,35.4964786985977,29.721333209
105231,Ostreidae,Teskeyostrea,weberi,(Olsson 1951),suspension,attached,immobile,epifaunal,1,1,24.5580943886125,11.34704559
105204,Ostreidae,Undulostrea,megodon,( Sowerby II 1871),suspension,attached,immobile,epifaunal,0,0,83.0102403321422,17.18226211
111796,Pandoridae,Clidiophora,claviculata,(Carpenter 1856),suspension,unattached,mobile,infaunal,15,15,36.5581728208618,16.44182409
104434,Pandoridae,Clidiophora,cornuta,(C.B. Adams 1852),suspension,unattached,mobile,infaunal,0,0,28.2701255745354,16.96133355
111805,Pandoridae,Clidiophora,dorsorectus,Valentich-Scott & Skoglund 2010,suspension,unattached,mobile,infaunal,20,20,25.6164009962368,15.12387511
104171,Pandoridae,Clidiophora,inornata,Verrill & Bush 1898,suspension,unattached,mobile,infaunal,18,18,14.456832294801,19.297356061
104435,Pandoridae,Foveadens,panamensis,(Dall 1915),suspension,unattached,mobile,infaunal,10,10,20.2039600078796,5.04776312
104431,Pandoridae,Frenamya,arcuata,(Sowerby 1835),suspension,unattached,mobile,infaunal,15,15,42.0356991139674,14.84502491
104350,Pandoridae,Frenamya,aversa,(Hedley 1913),suspension,unattached,mobile,infaunal,5,5,13.6821051011897,20.76552672
104168,Pandoridae,Frenamya,ceylanica,Sowerby 1835,suspension,unattached,mobile,infaunal,30,30,20.4939015319192,23.38757563
112721,Pandoridae,Frenamya,cumingii,Hanley 1861,suspension,unattached,mobile,infaunal,8,8,29.7993288515027,4.64875801
104167,Pandoridae,Frenamya,flexuosa,Sowerby 1820,suspension,unattached,mobile,infaunal,9,9,16.583123951777,20.60368675
104278,Pandoridae,Frenamya,patula,Tate 1888,suspension,unattached,mobile,infaunal,5,5,17.4284250579334,12.34666685
104436,Pandoridae,Frenamya,radians,(Dall 1915),suspension,unattached,mobile,infaunal,4,4,18.132843130629,14.84502491
104351,Pandoridae,Frenamya,sinica,Fengshen 1992,suspension,unattached,mobile,infaunal,9,9,9.23038460737146,28.698333221
104191,Pandoridae,Heteroclidus,pulchellus,(Yokoyama 1926),suspension,unattached,mobile,infaunal,5,5,42.2084114839685,27.127537822
104190,Pandoridae,Heteroclidus,punctata,Conrad 1837,suspension,unattached,mobile,infaunal,2,2,37.5499667110372,24.803773039
112761,Pandoridae,Pandora,albida,(Roeding 1798),suspension,unattached,mobile,infaunal,0,0,28.6207966346152,18.856140522
104437,Pandoridae,Pandora,brevifrons,Sowerby 1835,suspension,unattached,mobile,infaunal,2,2,14.0712472794703,3.13659583
104344,Pandoridae,Pandora,dissimilis,"Sowerby III, 1894",suspension,unattached,mobile,infaunal,35,35,33.5410196624968,11.68766311
111729,Pandoridae,Pandora,gorii,Rolan & Hernandez 2007,suspension,unattached,mobile,infaunal,30,30,3.64142829120662,8.3112495
104419,Pandoridae,Pandora,inaequivalvis,(Linnaeus 1758),suspension,unattached,mobile,infaunal,0,0,26.6082693913001,14.06074078
104420,Pandoridae,Pandora,pinna,(Montagu 1803),suspension,unattached,mobile,infaunal,15,15,21.8403296678416,28.591666596
111807,Pandoridae,Pandora,rachaelae,Valentich-Scott & Skoglund 2010,suspension,unattached,mobile,infaunal,0,0,9.28331837222014,16.44182409
104438,Pandoridae,Pandora,uncifera,Pilsbry & Lowe 1932,suspension,unattached,mobile,infaunal,5,5,8.68331733843696,15.78059592
104174,Pandoridae,Pandorella,arenosa,Conrad 1834,suspension,unattached,mobile,infaunal,11,11,8.48528137423857,19.91667863
104182,Pandoridae,Pandorella,bilirata,(Conrad 1855),suspension,unattached,mobile,infaunal,15,15,12.2474487139159,25.858806635
104165,Pandoridae,Pandorella,braziliensis,(Sowerby 1874),suspension,unattached,mobile,infaunal,60,60,14.6287388383278,28.047391259
112347,Pandoridae,Pandorella,brevirostris,Güller & Zelaya 2016,suspension,unattached,mobile,infaunal,7,7,12.8300428682059,14.524739477
104175,Pandoridae,Pandorella,bushiana,Dall 1886,suspension,unattached,mobile,infaunal,6,6,16.9558249578132,19.08009618
104189,Pandoridae,Pandorella,carinata,(Prashad 1932),suspension,unattached,mobile,infaunal,30,30,10.6207344378814,27.856333237
104177,Pandoridae,Pandorella,filosa,(Carpenter 1864),suspension,unattached,mobile,infaunal,18,18,19.4422220952236,22.935207145
104184,Pandoridae,Pandorella,glacialis,Leach 1819,suspension,unattached,mobile,infaunal,3,3,25.9826865431579,21.8379221
104169,Pandoridae,Pandorella,gouldiana,(Dall 1886),suspension,unattached,mobile,infaunal,2,2,27.0928034725091,28.962293265
111935,Pandoridae,Pandorella,granulata,(Dall 1915),suspension,unattached,mobile,infaunal,15,15,6.92820323027551,15.88000044
104176,Pandoridae,Pandorella,inflata,Boss & Merrill 1965,suspension,unattached,mobile,infaunal,48,48,12.7279220613579,28.515191293
